"assetId","Bildnutzung","name","file","Copyright","Freigabe Social Media","CC-Lizenz","CC-Urheber","CC-Rechteinhaber","Bildunterschrift","Bildunterschrift (Englisch)","Schlagwörter","Schlagwörter (Englisch)","Region","Ort","Druckbreite_cm","fileType","fileSize","ALT-Beschreibung"
"87051","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","013__8903066","013__8903066.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","44,52 cm","jpg","22584340",""
"87052","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","014__8903087","014__8903087.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","69,9 cm","jpg","21402230",""
"87054","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","017__8903435","017__8903435.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","30,41 cm","jpg","10101514",""
"87055","🟩 Open Data Bilder, Bildnutzung nach CC-Lizenz","018__8903243","018__8903243.JPG","CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/;Peter von Felbert;Bayern Tourismus Marketing GmbH; ","JA","CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/","Peter von Felbert","Bayern Tourismus Marketing GmbH","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","65,32 cm","jpg","18766498","Blick auf eine expansive Berglandschaft mit sanften, geschichteten Hügeln in verschiedenen Grautönen. Im Vordergrund stehen mehrere hohe Tannenbäume, die die Aussicht rahmen. Die fernere Bergkette ist leicht verschwommen, wodurch eine Atmosphäre von Tiefe und Weite entsteht."
"87056","🟩 Open Data Bilder, Bildnutzung nach CC-Lizenz","019__8902905","019__8902905.JPG","CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/;Peter von Felbert;Bayern Tourismus Marketing GmbH; ","JA","CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/","Peter von Felbert","Bayern Tourismus Marketing GmbH","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","69,9 cm","jpg","23025834","Panoramablick von der Kampenwand in den bayerischen Alpen mit Blick auf das Alpenvorland und den Chiemsee im Hintergrund. Felsformationen und dichte Nadelwälder prägen den Vordergrund"
"87058","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","016__8903171","016__8903171.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","63,87 cm","jpg","13815694",""
"87059","🟩 Open Data Bilder, Bildnutzung nach CC-Lizenz","021_DJI_0025","021_DJI_0025.jpg","CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/;Peter von Felbert;Bayern Tourismus Marketing GmbH; ","JA","CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/","Peter von Felbert","Bayern Tourismus Marketing GmbH","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","62,31 cm","jpg","14161608","Eine weitläufige Berglandschaft unter klarem, blauem Himmel. Sanfte Hügel mit üppigem, grünem Gras verlaufen in die Ferne. Ein gewundener Weg schlängelt sich durch den Wald. Im Hintergrund sind beeindruckende, schroffe Berggipfel sichtbar, umgeben von weiteren bewaldeten Hügeln."
"87062","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","025__8903322","025__8903322.JPG","erlebe.bayern - Peter von Felbert","JA","","","","","","Oberbayern, Chiemgau, Chiemsee-Alpenland, Bayerische Alpen, Florian Blickenberger, Mamma Bavaria, Freigeist, Goldschmied, Schmuckdesigner, Designer, Künstler, Bayern-Botschafter, Goldschmiedekunst, Kunsthandwerk, traditionelles Handwerk, Handwerk, Tradition, Tracht, Kampenwand, nähe Kampenwandhütte, Bergwandern, Wandern, Bergwanderung, Wanderung, Berggipfel, Gipfel, Bergkreuz, Berg, Berge, Bergwelt, Berglandschaft, Bergkulisse, Bergpanorama, Sommer, Tipp von Florian Blickenberger, 
Fotograf Peter von Felbert
Tracht , Dirndl , Lederhose","","Oberbayern","","46,6 cm","jpg","18322817",""
"89134","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","_7266023","_7266023.jpg","erlebe.bayern - Peter von Felbert","JA","","","","","","Allgäu/Bayerisch-Schwaben, Allgäu, Ostallgäu, Schwaben, Pfronten, Ortsteil Heitlern, Pfronten-Heitlern, Kilian Trenkle, Freigeist, Kuhschellenschmied, Schellenschmied, Schmied, Schmiedemeister, Yogalehrer, Yogi, 
Schellenschmiede-Handwerk, Schmiedekunst, traditionelles Handwerk, Traditionshandwerk, Handwerk, Tradition, Brauchtum, Beim Hummelbaur, Schellenschmieden, Schmieden, Schellenschmiede, Werkstatt, Werkzeug, 
Fotograf Peter von Felbert
","","Allgäu/Bayerisch-Schwaben","","23,98 cm","jpg","2553358",""
"89135","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","_7266120","_7266120.jpg","erlebe.bayern - Peter von Felbert","JA","","","","","","Allgäu/Bayerisch-Schwaben, Allgäu, Ostallgäu, Schwaben, Pfronten, Ortsteil Heitlern, Pfronten-Heitlern, Kilian Trenkle, Freigeist, Kuhschellenschmied, Schellenschmied, Schmied, Schmiedemeister, Yogalehrer, Yogi, 
Schellenschmiede-Handwerk, Schmiedekunst, traditionelles Handwerk, Traditionshandwerk, Handwerk, Tradition, Brauchtum, Beim Hummelbaur, Schellenschmieden, Schmieden, Schellenschmiede, Werkstatt, Werkzeug, 
Fotograf Peter von Felbert
","","Allgäu/Bayerisch-Schwaben","","23,98 cm","jpg","3102935",""
"89137","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","_7266321","_7266321.jpg","erlebe.bayern - Peter von Felbert","JA","","","","","","Allgäu/Bayerisch-Schwaben, Allgäu, Ostallgäu, Schwaben, Pfronten, Ortsteil Heitlern, Pfronten-Heitlern, Kilian Trenkle, Freigeist, Kuhschellenschmied, Schellenschmied, Schmied, Schmiedemeister, Yogalehrer, Yogi, 
Schellenschmiede-Handwerk, Schmiedekunst, traditionelles Handwerk, Traditionshandwerk, Handwerk, Tradition, Brauchtum, Beim Hummelbaur, Schellenschmieden, Schmieden, Schellenschmiede, Werkstatt, 
Fotograf Peter von Felbert
","","Allgäu/Bayerisch-Schwaben","","36,03 cm","jpg","2241620",""
"89139","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","_7266500","_7266500.jpg","erlebe.bayern - Peter von Felbert","JA","","","","","","Allgäu/Bayerisch-Schwaben, Allgäu, Ostallgäu, Schwaben, Pfronten, Ortsteil Heitlern, Pfronten-Heitlern, Kilian Trenkle, Freigeist, Kuhschellenschmied, Schellenschmied, Schmied, Schmiedemeister, Yogalehrer, Yogi, 
Schellenschmiede-Handwerk, Schmiedekunst, traditionelles Handwerk, Traditionshandwerk, Handwerk, Tradition, Brauchtum, Beim Hummelbaur, Schellenschmieden, Schmieden, Schellenschmiede, Werkstatt, 
Fotograf Peter von Felbert
","","Allgäu/Bayerisch-Schwaben","","23,98 cm","jpg","4822695",""
"89140","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","_7266460","_7266460.jpg","erlebe.bayern - Peter von Felbert","JA","","","","","","Allgäu/Bayerisch-Schwaben, Allgäu, Ostallgäu, Schwaben, Pfronten, Ortsteil Heitlern, Pfronten-Heitlern, Kilian Trenkle, Freigeist, Kuhschellenschmied, Schellenschmied, Schmied, Schmiedemeister, Yogalehrer, Yogi, 
Schellenschmiede-Handwerk, Schmiedekunst, traditionelles Handwerk, Traditionshandwerk, Handwerk, Tradition, Brauchtum, Beim Hummelbaur, Schellenschmieden, Schmieden, Schellenschmiede, Werkstatt, 
Fotograf Peter von Felbert
","","Allgäu/Bayerisch-Schwaben","","23,98 cm","jpg","5144313",""
"89141","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","_7266738","_7266738.jpg","erlebe.bayern - Peter von Felbert","JA","","","","","","Allgäu/Bayerisch-Schwaben, Allgäu, Ostallgäu, Schwaben, Pfronten, Ortsteil Heitlern, Pfronten-Heitlern, Kilian Trenkle, Freigeist, Kuhschellenschmied, Schellenschmied, Schmied, Schmiedemeister, Yogalehrer, Yogi, 
Schellenschmiede-Handwerk, Schmiedekunst, traditionelles Handwerk, Traditionshandwerk, Handwerk, Tradition, Brauchtum, Beim Hummelbaur, Schellenschmieden, Schmieden, Schellenschmiede, Werkstatt, 
Fotograf Peter von Felbert
","","Allgäu/Bayerisch-Schwaben","","36,03 cm","jpg","2656500",""
"89142","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","_7266692","_7266692.jpg","erlebe.bayern - Peter von Felbert","JA","","","","","","Allgäu/Bayerisch-Schwaben, Allgäu, Ostallgäu, Schwaben, Pfronten, Ortsteil Heitlern, Pfronten-Heitlern, Kilian Trenkle, Freigeist, Kuhschellenschmied, Schellenschmied, Schmied, Schmiedemeister, Yogalehrer, Yogi, 
Schellenschmiede-Handwerk, Schmiedekunst, traditionelles Handwerk, Traditionshandwerk, Handwerk, Tradition, Brauchtum, Beim Hummelbaur, Schellenschmieden, Schmieden, Schellenschmiede, Kuhschelle, Schelle,
Fotograf Peter von Felbert
","","Allgäu/Bayerisch-Schwaben","","23,98 cm","jpg","3753601",""
"100856","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-7278","bad feilnbach-7278.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Schafherde, Merinoschafe, Schäferei Fröwis, Amerang, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Amerang","67.33 cm","jpg","34150940",""
"100838","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-5621","bad feilnbach-5621.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Pferde und Fohlen in Streuobstgarten, Bad Feilnbach, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Bad Feilnbach","67.33 cm","jpg","41379078",""
"100839","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-5723","bad feilnbach-5723.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Farbmuster von Wolle, Schafwollspinnerei Höfner, Bad Feilnbach, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Bad Feilnbach","67.33 cm","jpg","42692815",""
"100840","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-5810","bad feilnbach-5810.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Schafwollspinnerei Höfner, Bad Feilnbach, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Bad Feilnbach","67.33 cm","jpg","36206064",""
"100841","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-5876","bad feilnbach-5876.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Schafwollspinnerei Höfner, Bad Feilnbach, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Bad Feilnbach","67.33 cm","jpg","35799554",""
"100843","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-6185","bad feilnbach-6185.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Wolle, Schafwollspinnerei Höfner, Bad Feilnbach, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Bad Feilnbach","67.33 cm","jpg","36427369",""
"100848","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-6605","bad feilnbach-6605.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Kühe, Streuobstwiese, Bad Feilnbach, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Bad Feilnbach","67.33 cm","jpg","41501398",""
"100853","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-6981","bad feilnbach-6981.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Blick aus dem Führerhaus der Wendelsteinbahn, Wendelstein, Bad Feilnbach, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Bad Feilnbach","67.33 cm","jpg","28366472",""
"100854","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-7128","bad feilnbach-7128.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Bauernhaus, Bad Feilnbach, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Bad Feilnbach","60.61 cm","jpg","28889207",""
"80960","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Hindelang Schmied-3029","Hindelang Schmied-3029.jpg","erlebe.bayern - Angelika Jakob","JA","","","","Allgäu Deluxe","","Pfannenschmied  Andreas Rohrmoser, Hammerschmiede Bad Hindelang, Allgäu, Reportage Allgäu Deluxe","","Allgäu/Bayerisch-Schwaben","Bad Hindelang, M","65,05 cm","jpg","39135470",""
"80961","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Hindelang Schmied-3052","Hindelang Schmied-3052.jpg","erlebe.bayern - Angelika Jakob","JA","","","","Allgäu Deluxe","","Pfannenschmied  Andreas Rohrmoser, Hammerschmiede Bad Hindelang, Allgäu, Reportage Allgäu Deluxe","","Allgäu/Bayerisch-Schwaben","Bad Hindelang, M","67,33 cm","jpg","32987000",""
"84099","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","_DSC6412","_DSC6412.jpg","erlebe.bayern - Thomas Linkel","JA","","","","","","Allgäu, Bad Hindelang, Alphornbauer Herbert Wechs, Bogenteilhälfte ausbohren, Werkstatt, Handwerk, Alphorn, Story Alphornbauer Wechs","","Allgäu/Bayerisch-Schwaben","Bad Hindelang, M","51,21 cm","jpg","22498346",""
"84100","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","_DSC6427","_DSC6427.jpg","erlebe.bayern - Thomas Linkel","JA","","","","","","Allgäu, Bad Hindelang, Alphornbauer Herbert Wechs, Werkstatt, Handwerk, Alphorn, Story Alphornbauer Wechs","","Allgäu/Bayerisch-Schwaben","Bad Hindelang, M","51,21 cm","jpg","25634930",""
"84103","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","_DSC6446","_DSC6446.jpg","erlebe.bayern - Thomas Linkel","JA","","","","","","Allgäu, Bad Hindelang, Alphornbauer Herbert Wechs, Mundstück anpassen, Werkstatt, Handwerk, Alphorn, Story Alphornbauer Wechs","","Allgäu/Bayerisch-Schwaben","Bad Hindelang, M","51,21 cm","jpg","20823579",""
"84116","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","_DSC9434","_DSC9434.jpg","erlebe.bayern - Thomas Linkel","JA","","","","","","Allgäu, Bad Hindelang, Alphornbauer Herbert Wechs, Werkzeuge, Stabilitätsring, Werkstatt, Handwerk, Alphorn, Story Alphornbauer Wechs","","Allgäu/Bayerisch-Schwaben","Bad Hindelang, M","48,73 cm","jpg","20387018",""
"39120","🟩 Open Data Bilder, Bildnutzung nach CC-Lizenz","_MG_4982","_MG_4982.jpg","CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/; Gert Krautbauer; Bayern Tourismus Marketing GmbH","JA","CC BY-SA 4.0 https://creativecommons.org/licenses/by-sa/4.0/","Gert Krautbauer","Bayern Tourismus Marketing GmbH","","","Salzbergwerk, Berchtesgaden, Handwerk, Anderl Neumayer","","Oberbayern","Berchtesgaden, Markt","30 cm","jpg","12847859","Eine historische Steinmauer mit mehreren Fenstern in einem Gebäude am Fluss. Das fließende Wasser ist klar, umgeben von kahlen Bäumen und einem bewaldeten Hügel im Hintergrund. Auf der rechten Seite ist ein moderner Anbau sichtbar. Der Himmel ist bewölkt, die Landschaft wirkt ruhig."
"100849","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-6686","bad feilnbach-6686.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Wendelsteinbahn, Talstation, Zahnrad, Brannenburg Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Brannenburg","67.33 cm","jpg","28731797",""
"100850","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-6713","bad feilnbach-6713.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Blick vom Wendelstein, Brannenburg, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Brannenburg","67.33 cm","jpg","49605630",""
"100851","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-6812","bad feilnbach-6812.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Kirche auf dem Wendelstein, Brannenburg, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Brannenburg","67.33 cm","jpg","34569232",""
"100852","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","bad feilnbach-6854","bad feilnbach-6854.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Blick vom Wendelstein, Brannenburg, Chiemgau, Oberbayern, Story Feilnbach Wolle und Streuobst","","Oberbayern","Brannenburg","67.33 cm","jpg","31770257",""
"107428","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9127","Geigenbauer-9127.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Bogenmacher Sebastian Dirr kämmt Pferdehaar, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","41416231",""
"107429","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9195","Geigenbauer-9195.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Geigenbauerin Hannah M. Lobe hobelt die Deckplatte einer Geige, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","39079923",""
"107430","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9222","Geigenbauer-9222.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Geigenbauerin Hannah M. Lobe schabt die Deckplatte einer Geige, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","43036844",""
"107432","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9254","Geigenbauer-9254.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Geigenbauer Günter H. Lobe, Ausschnitt, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","29190764",""
"107433","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9261","Geigenbauer-9261.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Hälse mit Schnecken, Geigenbauer Günter H. Lobe, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","39475708",""
"107434","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9263","Geigenbauer-9263.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Stemmeisen, Geigenbauer Günter H. Lobe, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","39838269",""
"107435","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9298","Geigenbauer-9298.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Geigenbauer Günter H. Lobe schabt die Deckplatte einer Geige, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","49067606",""
"107438","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9342","Geigenbauer-9342.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Geigen, Geigenbauer Günter H. Lobe, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","49197568",""
"107439","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9346","Geigenbauer-9346.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Miniaturgeige, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","45551201",""
"107440","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9361","Geigenbauer-9361.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Werkstatt, Geigenbauer Günter H. Lobe, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","46023687",""
"107441","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9368","Geigenbauer-9368.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Steg, Geigenbauer Günter H. Lobe, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","44249957",""
"107442","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9377","Geigenbauer-9377.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Geigenbauer Günter H. Lobe, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","46484853",""
"107443","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9389","Geigenbauer-9389.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Geigenbauer Günter H. Lobe, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","40825995",""
"107444","🟦 Nutzung im touristischen und journalistischen Kontext für Gesamt-Bayern (BayTM-Bilder)","Geigenbauer-9396","Geigenbauer-9396.jpg","erlebe.bayern - Angelika Jakob","JA","","","","","","Geigenbauer Günter H. Lobe schnitzt Schnecke, Bubenreuth, Franken, Story Geigenbauer Bubenreuth Handwerk, Instrumentbauer, ","","Franken","Bubenreuth","","jpg","47562716",""
